text,source_tag,metadata
"estáticos (siempre muestran la misma información, por ejemplo, los que se despliegan en un comercio para un pago presencial) o dinámicos (se generan para cada operación y ca mbian según los datos de cada pago). Son una 
tecnología de acceso que permite iniciar un pago o transferencia.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 5}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
6 2. Acceso amplio:  acceso para bancos, compañías de financiamiento, SEDPE, cooperativas, y 
otros participantes no vigilados, promoviendo la competencia en igualdad de condiciones y la 
eficiencia.  
3. Inmediatez y disponibilidad 24/7/365:  pagos electrónicos en tiempo real en cualquier día y 
en cualquier momento.  
4. Innovación:  promoción de la conveniencia al usuario mediante una gama creciente de 
funcionalidades y casos de uso.  
5. Costo -eficiencia:  aprovechamiento de economías de escala y efectos de red y una 
experiencia unificada y de bajo costo o inclusive de provisión gratuita a usuarios finales, 
según casos de uso.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 6}"
"según casos de uso.  
6. Seguridad:  desarrollo de reglas, funcionalidades y estándares destinados a mitigar riesgos 
operativos, financieros, de ciberseguridad y de fraude, con el fin de preservar la confianza de 
los usuarios finales.  
7. Marco regulatorio y de gobernanza claro, efectivo y flexible:  reglas orientadas a garantizar la 
interoperabilidad, la seguridad, la competencia y la innovación de la industria, con instancias de opinión y discusión permanentes como el Foro de Sistemas de Pago y el Comité de 
Interoperabilidad de Pagos Inmediatos (CIP I). 
3. Contexto inicial de mercado  
Durante la segunda década del siglo XXI, Colombia registró avances significativos en materia de 
inclusión financiera.  La proporción de adultos con acceso a al menos un producto financiero pasó",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 6}"
"inclusión financiera.  La proporción de adultos con acceso a al menos un producto financiero pasó  
del 65,0 % en 2011 a l 87,8 % en 20209. La pandemia aceleró este proceso , especialmente a través 
del Programa Ingreso Solidario , que benefi ció a cerca de 4 millones de hogares en situación de 
vulnerabilidad  y generó alrededor de un millón de nuevas cuentas10. Para 2022 el acceso 
alcanzaba el 92,4 % de los adultos (B anca de las Oportunidades , 2024) . 
Este mayor nivel de inclusión  coincidió con la rápida  expansión de los depósitos de bajo monto, 
principalmente los asociados a billeteras digitales  como Nequi y Daviplata. Mientras que en  2018 
estas dos plataformas sumaban 3,2 millones de usuarios , para  2022 se habían creado 48 millones",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 6}"
"estas dos plataformas sumaban 3,2 millones de usuarios , para  2022 se habían creado 48 millones 
de depósitos de bajo monto, de los cuales el 63,7 % correspondía a los dos principales emisores  
(Banca de las Oportunidades, 2023) . 
Paralelamente, la cobertura de pagos electrónicos  se amplió mediante la expansión de los  
códigos QR para pagos a comercios desde  2019.  El país pasó de depender principalmente de 
datáfonos, a contar en 2022 con cerca de tres millones de puntos de aceptación digital. La 
 
9 El indicador hace referencia a la población que tiene acceso a al menos un producto financiero, ya sea un producto 
de depósito, de crédito, o de seguros, entre otros. Reportes de Inclusión financiera de Banca de Oportunidades 
(varios años).",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 6}"
"(varios años).  
10 Departamento Nacional de Planeación (DNP). (2022, febrero 9). Gobierno amplía beneficio de Ingreso Solidario a 
cuatro millones de familias . Recuperado de https://www.dnp.gov.co/Prensa_/Noticias/Paginas/gobierno -amplia-
beneficio -de-ingreso -solidario -a-cuatro -millones -de-familias.aspx .",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 6}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
7 mayoría correspondía a códigos QR instalados por los mismos emisores líderes de billeteras 
digitales11, habilitando pagos inmediatos persona a comercio intraentidad.  
A pesar de  estos  avances, en 2022 persistían limitaciones estructurales que afectaban la 
eficiencia y la experiencia del usuario. Los pagos inmediatos  funcionaban casi exclusivamente  
dentro de cada entidad o billetera  (intraentidad) y muchos usuarios mantenían varias  billeteras 
digitales para poder efectuar pagos o transferencias inmediatas. O tros permanecían en 
instrumentos de pago electrónicos con liquidación diferida12 o preferían seguir usando el",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 7}"
"instrumentos de pago electrónicos con liquidación diferida12 o preferían seguir usando el 
efectivo . Esto  fragmentaba la liquidez, elevaba  los costos y frenaba  el uso más amplio de los 
servicios de pago electrónicos.  
Como lo muestra el Gráfico 1 , a través de los depósitos de bajo monto, operados principalmente 
por billeteras electrónicas, en 2022 se realizaron 859 millones de transacciones, equivalentes a 
un promedio de 1,2 transacciones mensuales per cápita. El 96% correspondió a transferencias 
inmediatas intraentidad.  
Gráfico 1: Uso de billeteras electrónicas en 2022 (uso transaccional del depósito electrónico)  
  
Fuente:  Banco de la República (2023).  
La entrada de Transfiya en 2020 representó un avance hacia la inmediatez e interoperabilidad",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 7}"
"La entrada de Transfiya en 2020 representó un avance hacia la inmediatez e interoperabilidad 
interbancari a, aunque su alcance seguía siendo limitado . En 2022 contaba con 25 entidades 
participantes , pero su visibilidad y usabilidad en los canales financieros era disímil y restringida a 
 
11 En 2018, Colombia contaba con 472.000 datáfonos (98 datáfonos per cápita), por debajo de otros países de la 
región. Para 2022, la expansión de la red de dispositivos para recibir pagos (datáfonos y QRs) alcanzó alrededor de 3 
millones (157 dispositivos pe r cápita). El 80 % de estos (2,4 millones) eran QRs de dos entidades emisoras (1,5 
millones de Bancolombia y 850 mil del grupo Davivienda).",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 7}"
"millones de Bancolombia y 850 mil del grupo Davivienda).  
12 Liquidación diferida hace referencia a pagos o transferencias donde el receptor tiene acceso a los fondos con un 
rezago de tiempo significativo frente al momento de iniciación del pago, como en el caso de las redes de tarjetas y los pagos en lote por ACHs .
  423859
01002003004005006007008009001000
2021 2022Número de operaciones (millones) Participación por tipo de 
transferencia electrónica (2022)
Inter Intra",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 7}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
8 transferencias persona a persona, con valores máximos bajos y límites diarios13. Ese año procesó  
37,8 millones de transacciones  para 15 millones de usuarios registrados,  un volumen reducido 
para la dimensión del mercado14. La falta de integración continuaba evidenciando un sistema 
fragmentado, pues  los usuarios no podían transferir ni pagar fácilmente entre instituciones o 
billeteras, lo que reforzaba la permanencia en entornos cerrados . 
Adicionalmente, actores  como las SEDPE, fintechs, cooperativas y otr as entidades  más pequeñ as 
enfrentaban barrera s para acceder  a las redes existentes: altos  costos de afiliación  o",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 8}"
"enfrentaban barrera s para acceder  a las redes existentes: altos  costos de afiliación  o 
permanencia , requisitos técnicos heterogéneos y la necesidad de conectarse a varias 
infraestructuras, incrementando la complejidad operativa. Tampoco existía integración entre los 
servicios de pago  persona  a persona y persona  a comercio, lo que limitaba el desarrollo de 
nuevos casos de uso.  
En términos de uso, el crecimiento de las transferencias electrónicas era evidente, pero aún 
insuficiente  (Gráfico 2A) : Colombia registraba solo 36 transacciones per cápita al año, por debajo 
de países como Perú,  Argentina, Chile y Brasil (Gráfico 2B) . 
Aunque la preferencia por el efectivo venía cayendo  frente a las transferencias electrónicas y las",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 8}"
"tarjetas, seguía siendo el medio más usado por el 78,6 % de los adultos, mientras que las 
transferencias eran preferidas por apenas el 14 % de la población (B anco de la R epública, 2024b ). 
En síntesis, para 2022 Colombia contaba con servicios de pago electrónicos inmediatos y un 
marco regulatorio que definía reglas homogéneas de acceso y participación (establecidas en el 
decreto 1692 de 2020) . Sin embargo, estos servicios  seguían  fragmentad os, con baja usabilidad y 
limitada interoperabilidad. Esta situación evidenció la necesidad de una política pública para 
superar las fricciones de l mercado, garantizar acceso equitativo a los sistemas de pago 
inmediatos, promover mayor  competencia y avanzar  en la construcción coordinada, entre",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 8}"
"inmediatos, promover mayor  competencia y avanzar  en la construcción coordinada, entre 
industria, autoridades, y otros actores, de un sistema integrado.  
  
 
13Mendiburu (2025).  
14 En 2022 Transfiya representó el 6,8% de la cantidad de transferencias interbancarias (Banco de la República, 2023 
y 2024).",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 8}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
9 Gráfico 2. Uso de transferencias cuenta a cuenta en Colombia  
A. Transferencias cuenta a cuenta per cápita 2015 -2022  
(considerando todas las  modalidades)  
Nota:  estas cifras incluyen transferencias intraentidad y transferencias interentidad15, a través de sistemas de pagos 
inmediatos y transferencias diferidas a través de ACHs . Fuente: Banco de la República (2024, 2025).  
 
B. Comparativo internacional de pagos y transferencias cuenta a cuenta per 
cápita 2022  
 
4. El proceso de c onceptualización de Bre -B 
En agosto de 2022 el BR instaló el Foro de Sistemas de Pago, con la participación de más de 90",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 9}"
"En agosto de 2022 el BR instaló el Foro de Sistemas de Pago, con la participación de más de 90 
actores de la industria de pagos: entidades financieras y cooperativas, fintech, gremios, EASPBVI, 
 
15 En este reporte se entienden como transferencias interentidad aquella hechas a través de sistemas de pagos 
electrónicos, los cuales procesan operaciones entre entidades participantes.  78 81112152236
0510152025303540
2015 2016 2017 2018 2019 2020 2021 2022Número de operaciones per capita al año
311151717293236414952657072728990112153158170199214233236250Paraguay
Ecuador
Japón
Arabia Saudita
Bolivia
México
Turquía
Colombia
Uruguay
Indonesia
Italia
India
Canadá
Peru
Singapur
Argentina
Chile
Estados Unidos
Francia
Australia
Gran Bretaña
Bélgica
Brasil
Corea del Sur
Alemania",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 9}"
"Argentina
Chile
Estados Unidos
Francia
Australia
Gran Bretaña
Bélgica
Brasil
Corea del Sur
Alemania
SueciaNúmero de operaciones per cápita",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 9}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
10 autoridades y expertos internacionales16. Este foro se convirtió en el espacio central de 
construcción colectiva para definir la visión de los pagos electrónicos inmediatos en el país.  
4.1. Primer Foro de Sistemas de Pagos 2022  
El foro versó sobre cuatro elementos:  
1. Liderazgo y dirección estratégica: El BR se trazó como objetivo impulsar un sistema  
interoperable y abierto, donde las decisiones técnicas y regulatorias estarían orientadas a 
resolver las fallas de mercado diagnosticadas.  
2. Diseño colaborativo: las entidades participantes contribuyeron activamente en la 
definición de la arquitectura, requisitos técnicos, modelos de operación y principios del",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 10}"
"definición de la arquitectura, requisitos técnicos, modelos de operación y principios del 
sistema . Las discusiones técnicas, jurídicas, y de modelos de operación local e 
internacional permitieron alinear incentivos y construir confianza.  
3. Estandarización tecnológica: desde el inicio se acordó que la infraestructura tecnológica a 
utilizar debía basarse en estándares internacionales, particularmente un mecanismo 
común para intercambiar información y conexión segura entre los sistemas17. Esto 
permitió garantizar una base tecnológica común que evitara ventajas competitivas derivadas de la infraestructura.  
4. Revisión de experiencias internacionales
18: se estudiaron, entre otros, modelos de",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 10}"
"4. Revisión de experiencias internacionales
18: se estudiaron, entre otros, modelos de 
referencia como PIX (Brasil), UPI (India), FedNow (EEUU), PayNow (Singapur), PromptPay (Thailandia), TIPS (Europa) y NPP (Australia). Esta revisión permitió entender patrones 
comunes: gobernanza pública, alto nivel d e estandarización, operatividad 24/7/365, 
modelos de liquidación y enfoque en interoperabilidad plena y en experiencia de usuario 
unificada.  
El Foro logró consenso en torno a una idea central: el bajo uso de los pagos inmediatos no era un 
problema de demanda, sino una provisión de servicios de pago inmediatos segmentada en 
jardines cerrados, una interoperabilidad entre actores de la oferta limi tada y fricciones 
estructurales de usabilidad y aceptación de estos servicios.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 10}"
"estructurales de usabilidad y aceptación de estos servicios.  
El Foro permitió visibilizar los esfuerzos e inversiones que la industria de pagos había realizado en 
soluciones de pagos inmediatos, así como incorporar la voz de actores que no podían ofrecer —o 
 
16 Mas de 40 jurisdicciones tienen establecidos formalmente mecanismos de interacción con la industria para 
promover la agenda de pagos domésticos. Algunas de las referencias internacionales que se tuvieron en cuenta al 
momento de diseñar el foro por parte del BR son: el panel de industria del PSR en el Reino Unido, el PIX fórum en Brasil, el Australian Payments Council  en Australia, la instancia de consultas de FedNow en los Estados Unidos y el 
Euro Retail Payments Board del Banco Central Europeo.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 10}"
"Euro Retail Payments Board del Banco Central Europeo.   
17 El lenguaje sería ISO 20022 y las entidades y sistemas se conectarían entre si por medio de APIs.  
18 El Banco de la República contó con el apoyo de organismos multilaterales durante la etapa de ideación. SECO 
(Fondo de Cooperación de Suiza) brindó asistencia técnica a través de Marulanda Consultores y Glenbrook. Además, el Banco Mundial, el BID, CGAP y B etter than Cash Alliance colaboraron para profundizar en aspectos técnicos y de 
diseño institucional.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 10}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
11 participar en — estos servicios. La industria ya había logrado una adopción significativa, 
especialmente en operaciones intraentidad, gracias a inversiones relevantes en infraestructura 
tecnológica . En cuanto a las operaciones cuenta a cuenta y los pagos mediante códigos QR, los 
desarrollos mostraban algunos avances en cobertura y penetración, aunque persistían 
limitaciones derivadas de redes cerradas y estándares de usabilidad poco homogéneos.  
Con el objetivo de aprovechar los avances e iniciativas adelantadas por el sector privado y 
reconocer las inversiones hechas por estos actores, pero a la vez remover las barreras que",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 11}"
"reconocer las inversiones hechas por estos actores, pero a la vez remover las barreras que 
impedían la integración de estas redes con  condiciones equitativas para los actores de la 
industria y se pudiera unificar la experiencia de los usuarios finales, surgió la visión estratégica 
que orientaría el diseño de Bre -B: “construir sobre lo construido”.  
4.2. Rol del BR: Regulador y Proveedor de servicios y 
componentes tecnológicos  
 El diagnóstico mostró que, si bien existían avances relevantes en soluciones privadas, se requería 
una acción articulada desde la política pública. Este contexto fundamentó la expedición del artículo 104 de la Ley 2294 de 2023 (ley del Plan Nacional de De sarrollo)
19, que otorgó facultades",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 11}"
"19, que otorgó facultades 
a la Junta Directiva del BR para regular la interoperabilidad de los sistemas de pago de bajo valor inmediatos.  
El BR asumió dos roles bajo el mandato legal:  
1. Regulador de la interoperabilidad en los sistemas de pago de bajo valor inmediatos en  
Colombia, definiendo los estándares, reglas de interoperabilidad y principios de acceso, 
entre otros.  
2. Proveedor de las soluciones tecnológicas necesarias para la interoperabilidad entre múltiples sistemas de pago de bajo valor inmediato.  
Para comienzos de 2023 se encontraban en operación dos SPBVI: Transfiya y Visionamos, los 
cuales ofrecían transferencias inmediatas entre personas. En el marco de la implementación del",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 11}"
"cuales ofrecían transferencias inmediatas entre personas. En el marco de la implementación del 
artículo 104 de la ley del Plan Nacional de Desarrollo  y posterior al inicio de las discusiones 
formales en mesas técnicas de pagos inmediatos interoperables, se sumó  Entrecuentas en el 
segundo semestre de 2023,  un servicio de pagos  inmediat os de Redebán, enfocado en persona a 
comercio (P2C) ; iniciativa que surgió en un conte xto de creciente expectativa por la 
interoperabilidad de los pagos inmediatos. Más adelante, también como respuesta a la expectativa de Bre -B, se sumaron Credibanco y Servibanca
20.  
El reto de Bre -B no consistió en reemplazar estos sistemas, sino en hacer que todos pudieran",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 11}"
"El reto de Bre -B no consistió en reemplazar estos sistemas, sino en hacer que todos pudieran 
comunicarse entre sí, permitiendo que cualquier entidad - establecimientos de crédito, SEDPE, 
cooperativas, entidades no vigiladas especializadas en pagos habilitad as mediante el decreto 
 
19 Ver anexo para el detalle de esta normativa.  
20 Se espera que en el 2026 inicien operación otros dos SPBVI: Drixi, operado por el BR, y Gou Payments, del Grupo 
Aval.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 11}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
12 1692 de 2020-  pudiera interoperar bajo un mismo conjunto de reglas. Para ello, dichos sistemas 
podrían utilizar la tecnología previamente desarrollada para hacer operaciones inmediatas con 
sus respectivos SPBVI, reduciendo impactos en costos y tiempos.  
Tras evaluar distintas alternativas de arquitectura para los pagos inmediatos - incluyendo 
modelos centralizados y esquemas de interconexión directa entre las EASPBVI - y luego de un 
proceso iterativo de análisis y retroalimentación con el Foro de Sistemas d e Pago, el BR definió 
una arquitectura  para la participación de múltiples SPBVI, que pueden interoperar mediante dos",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 12}"
"una arquitectura  para la participación de múltiples SPBVI, que pueden interoperar mediante dos 
componentes tecnológicos administrados por el BR: el Directorio Centralizado de Llaves (en adelante el DICE) y el Mecanismo Operativo para la Liquidación (en adelante el MOL).  
El DICE es el módulo de información encargado del almacenamiento, validación y demás 
procesos de gestión asociados a las llaves de los clientes de las entidades que prestan  servicio de 
pagos o transferencias inmediatas interoperables. Las llaves - como el número de celular, número 
del documento de identificación, correo electrónico, códigos alfanuméricos o códigos de 
comercio - son los identificadores que los clientes registran  ante su entidad financiera o",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 12}"
"comercio - son los identificadores que los clientes registran  ante su entidad financiera o 
cooperativa, vinculando cada una de sus cuentas (cuenta de ahorros, cuenta corriente o depósito electrónico) para recibir recursos a través de Bre -B
21.  
El DICE garantiza la unicidad22 de cada llave y permite su resolución en el caso de operaciones 
Inter -SPBVI23, es decir, la identificación de la entidad y el producto de depósito asociado, para 
enrutar las órdenes de pago y transferencias de fondos hacia la entidad receptora cuando se 
encuentra vinculada a un SPBVI diferente al que origina la operación.  
El MOL es el mecanismo que permite liquidar órdenes de pago y transferencias de fondos 
inmediatas de forma bruta y en tiempo real. Para ello, procesa cada instrucción de manera",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 12}"
"inmediatas de forma bruta y en tiempo real. Para ello, procesa cada instrucción de manera 
individual y ejecuta la liquidación de forma continua con dinero del banco cent ral, utilizando los 
recursos disponibles en las cuentas de depósito que las entidades designan en el sistema de 
Cuentas de Depósito del Banco de la República (CUD). Esto permite integrar la gestión de liquidez 
para el cumplimiento de las operaciones inmedi atas con las posiciones de tesorería que deben 
mantener las entidades en el sistema de pagos de alto valor, entre otros, para el cumplimiento de su encaje. En la práctica, el MOL debita los fondos del participante originador y, al mismo tiempo, los acredit a en la cuenta del participante receptor, todo en tiempo real. Este diseño",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 12}"
"conecta los pagos inmediatos con la gestión de liquidez de las entidades participantes, 
cumpliendo los estándares de seguridad y solidez de los sistemas de liquidación del B R. 
A esta infraestructura pública digital (DICE y MOL) se conectan los SPBVI, cuyas entidades 
administradoras son las responsables  de vincular a los participantes y gestionar los Directorios 
 
21 El registro de llaves es necesario para recibir una transferencia o pago inmediata. Es posible originar transacciones 
desde cuentas o medios de pago que no tienen llaves asociadas.  
22 Regla mediante la cual una Llave solo podrá estar asociada a una única cuenta o producto de depósito (medio de 
pago).  
23Son aquellas operaciones realizadas entre Participantes de diferentes SPBVI para procesar Órdenes de Pago y/o",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 12}"
"Transferencias de Fondos Inmediatas. La resolución de las llaves en el caso de las operaciones Intra -SPBVI ocurre a 
nivel del directorio federado sin requerir del DICE.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 12}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
13 Federados. En estos directorios también se actualiza la información asociada a las llaves de los 
clientes de los participantes (creación, modificación, bloqueo, reactivación y eliminación), se 
resuelven las llaves de operaciones Intra- SPBVI, y se controla el procesamiento de las 
transacciones hasta que lleguen a su liquidación. La arquitectura detallada de Bre -B se muestra 
en el Gráfico 3 .  
Gráfico 3. Arquitectura actual de Bre -B
 
En esta arquitectura, múltiples EASPBVI compiten por participantes, servicios, especialización por casos de uso y calidad. Los cinco SPBVI mostrados en la gráfica anterior cumplen el rol de",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 13}"
"procesar las operaciones que realizan los clientes de las entidade s participantes. A ellos está 
previsto que en 2026 se adicione un nuevo SPBVI privado, Gou Payments, del Grupo AVAL, que 
ya está realizando pruebas de conexión, y otro público, del Banco de la República, denominado 
Drixi, en el cual entidades financieras, cooperativas y demás actores autorizados mediante el 
decreto 1692 podrán participar.  
La prestación del servicio al cliente, gestión de la experiencia y uso de sus canales, ofrecimiento 
de casos de uso y vinculación de personas y comercios corresponde exclusivamente a actividades 
desarrolladas por las entidades participantes. La Superintendencia Financiera de Colombia y la",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 13}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
14 Superintendencia de la Economía Solidaria, respectivamente, adelantan la inspección, vigilancia y 
control respecto del cumplimiento de la regulación de Bre -B. 
A través de las facultades de regulación que recibieron el Banco de la República y su Junta 
Directiva, se creó el Comité de Interoperabilidad de Pagos Inmediatos (CIPI)24, como órgano 
consultivo frente a la industria, con el propósito de formular recomendaciones sobre las reglas, estándares operativos y demás asuntos relacionados para el procesamiento de los pagos 
inmediatos y la promoción de Bre -B. El CIPI se apoya en mesas de trabajo, tales como la mesa",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 14}"
"inmediatos y la promoción de Bre -B. El CIPI se apoya en mesas de trabajo, tales como la mesa 
técnica, donde se revisan las implementaciones tecnológicas y estándares operativos; la mesa de 
escalabilidad, para discutir nuevas funcionalidades y casos de uso; y la mesa de prevención y 
gestión d el fraude.    
4.3. El rol de los SPBVI y la conexión de participantes  
Los SPBVI son la puerta de entrada de los participantes a Bre -B. Cada entidad finan ciera, 
cooperativa o actor habilitado por el decreto 1692 de 2020 para participar en un SPBVI  puede 
decidir en cuál o cuáles SPBVI almacenar sus llaves y procesar sus operaciones, según sus 
capacidades y estrategia.  
Por otro lado, el modelo de liquidación de Bre -B se apalanca en la posibilidad de participación",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 14}"
"Por otro lado, el modelo de liquidación de Bre -B se apalanca en la posibilidad de participación 
indirecta que ofrece el sistema de Cuentas de Depósito (Sistema de Pagos de Alto Valor -  CUD). 
Con este modelo de participación, algunas entidades financieras y  actores habilitados por el 
decreto 1692 de 2020 liquidan sus operaciones inmediatas a través del MOL, haciendo uso de la Cuenta de Depósito de un Participante Directo. Este mecanismo facilita el acceso y evita que el 
tamaño o naturaleza jurídica de las en tidades participantes limiten la entrada a Bre -B.  
Finalmente, respecto a la conexión para operar en Bre -B, cada SPBVI y sus participantes deben 
contar con estándares técnicos y operativos uniformes. Se requiere que los SPBVI adopten la",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 14}"
"contar con estándares técnicos y operativos uniformes. Se requiere que los SPBVI adopten la 
mensajería que permite la conexión a los módulos centralizados basada en el estándar ISO 
20022, de acuerdo con las especificaciones técnicas definidas por el BR. Asimismo, los SPBVI y sus 
participantes deben incorporar los procedimientos orientados a garantizar la sincronización de 
llaves en los directorios federados de los SPBVI (cuando participan en varios), control de los parámetros de tiempo
25, límites máximos al monto de las transacciones26, estandarización de los 
códigos QR y reglas comunes de experiencia de usuario. Esto asegura que las operaciones fluyan 
sin fricciones, independientemente del SPBVI, canal o entidad.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 14}"
"sin fricciones, independientemente del SPBVI, canal o entidad.  
 
24 El Foro de Sistemas de Pago corresponde al escenario coordinado de diálogo con los distintos actores del 
ecosistema de pagos de bajo valor. Recogiendo esa experiencia y la importancia de continuar el dialogo público -
privado la regulación del BR institucio nalizó el CIPI como el espacio formal de gobernanza para continuar dicho 
dialogo. El BR continuará citando al Foro de Sistemas de Pago para socializar de manera amplia los avances de Bre -B, 
por fuera de las mesas de trabajo del CIPI. Hacia adelante, el CIP I y Foro son espacios que se complementan.  
25 Una transferencia inmediata no puede demorar más de 20 segundos en realizarse.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 14}"
"25 Una transferencia inmediata no puede demorar más de 20 segundos en realizarse.  
26 Las transferencias y pagos inmediatos no pueden exceder de  1.000 Unidades de Valor Básico (UVB). Las entidades 
participantes pueden fijar límites adicionales o reducir el monto máximo establecido.",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 14}"
"Bre-B: Sistema  de Pagos Inmediatos Interoperado de Colombia  
Diseño, Implementación y Perspectivas  
15 4.4. Bre-B: un sistema  único en el contexto internacional  
El sistema  Bre-B se diferencia de la mayoría de las arquitecturas de sistemas inmediatos a nivel 
internacional, donde un único sistema central suele administrar llaves, procesar operaciones y 
realizar la liquidación. En contraste, Bre -B adoptó un enfoque con múltiples SPBVI compitiendo 
entre sí, pero interopera ndo gracias a los roles desempeñados por el BR (regulación y operación 
de los componentes tecnológicos).  
El resultado de la competencia entre SPBVI por participantes y volúmenes de operaciones, junto 
con la autonomía de cada entidad para definir su estrategia de participación, resultan en un",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 15}"
"con la autonomía de cada entidad para definir su estrategia de participación, resultan en un 
sistema  adaptado a la realidad de mercado colombiano, construido sobre los avances de 
digitalización previos, donde la innovación parte de la iniciativa privada y se estandariza por 
medio de la regulación.  
5. Marco regulatorio e implementación 
5.1. Mandato legal y marco regulatorio  
Una vez concluida la etapa de conceptualización de la arquitectura de Bre -B, el BR avanzó hacia la 
consolidación del marco normativo del sistema . Con la expedición del artículo 104 de la Ley del 
Plan Nacional de Desarrollo 2022 -2026 (Ley 2294 de 2023), se estableció la obligación para los 
SPBVI de interoperar entre sí. En ejercicio de las facultades otorgadas por esta Ley, la Junta",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 15}"
"SPBVI de interoperar entre sí. En ejercicio de las facultades otorgadas por esta Ley, la Junta 
Directiva del B R expidió  en octubre de 2023 la Resolución Externa 627, donde se definió la 
regulación  general del sistema, se establecieron las fases de implementación y se creó el Comité 
de Interoperabilidad de Pagos Inmediatos (CIPI). 
Posteriormente, la Circular Reglamentaria Externa DSP -465, expedida por el BR, complementó 
este marco mediante la especificación de los elementos técnicos, operativos y funcionales 
necesarios para la operación de Bre -B. La regulación  definió estándares homogéneos en aspectos 
esenciales para la interoperabilidad: funcionamiento del DICE, liquidación inmediata a través del",bre-b,"{""source"": ""documento_tecnico_bre-b"", ""page"": 15}"
